Variable Name;.;.;.;Consumption of fixed capital of national economy | individuals | Average | Adults | constant 2015 local currency;Consumption of fixed capital of national economy | individuals | Average | All Ages | constant 2015 local currency;Gross domestic product | individuals | Average | Adults | constant 2015 local currency;Gross domestic product | individuals | Average | All Ages | constant 2015 local currency;Net domestic product | individuals | Average | Adults | constant 2015 local currency;Net domestic product | individuals | Average | All Ages | constant 2015 local currency;Net foreign income | individuals | Average | Adults | constant 2015 local currency;Net foreign income | individuals | Average | All Ages | constant 2015 local currency;National income | individuals | Average | Adults | constant 2015 local currency;National income | individuals | Average | All Ages | constant 2015 local currency;Pre-tax national income  | equal-split adults | Average | Adults | constant 2015 local currency;Consumption of fixed capital of national economy | individuals | Total | All Ages | constant 2015 local currency;Gross domestic product | individuals | Total | All Ages | constant 2015 local currency;Net domestic product | individuals | Total | All Ages | constant 2015 local currency;Net foreign income | individuals | Total | All Ages | constant 2015 local currency;National income | individuals | Total | All Ages | constant 2015 local currency;Population | female | Population | 0 to 4 | population;Population | individuals | Population | 0 to 4 | population;Population | male | Population | 0 to 4 | population;Population | female | Population | 5 to 9 | population;Population | individuals | Population | 5 to 9 | population;Population | male | Population | 5 to 9 | population;Population | female | Population | 10 to 14 | population;Population | individuals | Population | 10 to 14 | population;Population | male | Population | 10 to 14 | population;Population | female | Population | 100+ | population;Population | individuals | Population | 100+ | population;Population | male | Population | 100+ | population;Population | female | Population | 15 to 19 | population;Population | individuals | Population | 15 to 19 | population;Population | male | Population | 15 to 19 | population;Population | female | Population | 20 to 24 | population;Population | individuals | Population | 20 to 24 | population;Population | male | Population | 20 to 24 | population;Population | female | Population | 20 to 29 | population;Population | individuals | Population | 20 to 29 | population;Population | male | Population | 20 to 29 | population;Population | female | Population | 25 to 29 | population;Population | individuals | Population | 25 to 29 | population;Population | male | Population | 25 to 29 | population;Population | female | Population | 30 to 34 | population;Population | individuals | Population | 30 to 34 | population;Population | male | Population | 30 to 34 | population;Population | female | Population | 30 to 39 | population;Population | individuals | Population | 30 to 39 | population;Population | male | Population | 30 to 39 | population;Population | female | Population | 35 to 39 | population;Population | individuals | Population | 35 to 39 | population;Population | male | Population | 35 to 39 | population;Population | female | Population | 40 to 44 | population;Population | individuals | Population | 40 to 44 | population;Population | male | Population | 40 to 44 | population;Population | female | Population | 40 to 49  | population;Population | individuals | Population | 40 to 49  | population;Population | male | Population | 40 to 49  | population;Population | female | Population | 45 to 49 | population;Population | individuals | Population | 45 to 49 | population;Population | male | Population | 45 to 49 | population;Population | female | Population | 50 to 54 | population;Population | individuals | Population | 50 to 54 | population;Population | male | Population | 50 to 54 | population;Population | female | Population | 50 to 59 | population;Population | individuals | Population | 50 to 59 | population;Population | male | Population | 50 to 59 | population;Population | female | Population | 55 to 59 | population;Population | individuals | Population | 55 to 59 | population;Population | male | Population | 55 to 59 | population;Population | female | Population | 60 to 64 | population;Population | individuals | Population | 60 to 64 | population;Population | male | Population | 60 to 64 | population;Population | female | Population | 60 to 69 | population;Population | individuals | Population | 60 to 69 | population;Population | male | Population | 60 to 69 | population;Population | female | Population | 65 to 69 | population;Population | individuals | Population | 65 to 69 | population;Population | male | Population | 65 to 69 | population;Population | female | Population | 70 to 74 | population;Population | individuals | Population | 70 to 74 | population;Population | male | Population | 70 to 74 | population;Population | female | Population | 70 to 79 | population;Population | individuals | Population | 70 to 79 | population;Population | male | Population | 70 to 79 | population;Population | female | Population | 75 to 79 | population;Population | individuals | Population | 75 to 79 | population;Population | male | Population | 75 to 79 | population;Population | female | Population | 80 to 84 | population;Population | individuals | Population | 80 to 84 | population;Population | male | Population | 80 to 84 | population;Population | female | Population | 80 to 89 | population;Population | individuals | Population | 80 to 89 | population;Population | male | Population | 80 to 89 | population;Population | female | Population | 85 to 89 | population;Population | individuals | Population | 85 to 89 | population;Population | male | Population | 85 to 89 | population;Population | female | Population | 90 to 94 | population;Population | individuals | Population | 90 to 94 | population;Population | male | Population | 90 to 94 | population;Population | female | Population | 90 to 99 | population;Population | individuals | Population | 90 to 99 | population;Population | male | Population | 90 to 99 | population;Population | female | Population | 95 to 99 | population;Population | individuals | Population | 95 to 99 | population;Population | male | Population | 95 to 99 | population;Population | female | Population | Children | population;Population | individuals | Population | Children | population;Population | male | Population | Children | population;Population | female | Population | Adults | population;Population | individuals | Population | Adults | population;Population | male | Population | Adults | population;Population | female | Population | 20 to 39 | population;Population | individuals | Population | 20 to 39 | population;Population | male | Population | 20 to 39 | population;Population | female | Population | 40 to 59 | population;Population | individuals | Population | 40 to 59 | population;Population | male | Population | 40 to 59 | population;Population | female | Population | Over 60 | population;Population | individuals | Population | Over 60 | population;Population | male | Population | Over 60 | population;Population | female | Population | 20 to 64 | population;Population | individuals | Population | 20 to 64 | population;Population | male | Population | 20 to 64 | population;Population | female | Population | Over 65 | population;Population | individuals | Population | Over 65 | population;Population | male | Population | Over 65 | population;Population | female | Population | Over 80 | population;Population | individuals | Population | Over 80 | population;Population | male | Population | Over 80 | population;Population | female | Population | All Ages | population;Population | individuals | Population | All Ages | population;Population | male | Population | All Ages | population;Number of tax units - adults | tax unit | Population | Adults | population;Number of tax returns | tax unit | Population | All Ages | population;National income price index | individuals | Indices | All Ages | population;PPP conversion factor, LCU per EUR | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per EUR | individuals | Exchange rates | All Ages | local currency per foreign currency;PPP conversion factor, LCU per USD | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per USD | individuals | Exchange rates | All Ages | local currency per foreign currency;PPP conversion factor, LCU per CNY | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per CNY | individuals | Exchange rates | All Ages | local currency per foreign currency
;IN;1981;p0p100;3822.84960938;1931.14807129;54027.3984375;27292.4414062;50204.546875;25361.2929688;434.137145996;219.308410645;50638.6835938;25580.6015625;50643.4018159;1.377992704e+12;1.94748329492e+13;1.80968405074e+13;1.56490022912e+11;1.82533299896e+13;51339584.0;105775576.0;54435884.0;44361160.0;91981352.0;47620184.0;39339060.0;81728528.0;42389496.0;;;;35336012.0;73613760.0;38277792.0;31212708.0;65328840.0;34116220.0;58776848.0;;64601076.0;27564136.0;58048856.0;30484854.0;21981612.0;45622724.0;23641116.0;40499516.0;;43373220.0;18517904.0;38250032.0;19732102.0;16982832.0;34770432.0;17787532.0;31786544.0;;33360714.0;14803712.0;30376946.0;15573184.0;12177884.0;25475438.0;13297588.0;21936242.0;;24076242.0;9758358.0;20536968.0;10778655.0;7628995.0;15885476.0;8256492.0;13227500.0;;14087093.0;5598505.0;11429134.0;5830601.0;3794370.0;7626833.0;3832426.0;5869081.0;;5924630.0;2074711.0;4166936.0;2092204.0;;;;;;;;;;;;;;;;;;;170375808.0;353099232.0;182723360.0;173688160.0;360462176.0;186774080.0;99276360.0;207250448.0;107974296.0;53722784.0;111159792.0;57436960.0;20689002.0;42051960.0;21362830.0;160628144.0;334295712.0;173667744.0;13060007.0;26166486.0;13106338.0;1592421.0;2943583.0;1351107.0;344063968.0;713561408.0;369497440.0;276800000.0;1016010.0;0.085222415626;;;3.45943593979;8.6585226059;3.77215647697;
;IN;1980;p0p100;3726.11206055;1877.68920898;53312.1132812;26865.4257812;49586.0;24987.7363281;325.781433105;164.170135498;49911.7851562;25151.90625;49917.4636243;1.3091808215e+12;1.87313736909e+13;1.74221930004e+13;1.14464301056e+11;1.75366576538e+13;50218312.0;103492312.0;53274000.0;43388912.0;89984128.0;46595212.0;38586812.0;80154824.0;41568016.0;;;;34676892.0;72245432.0;37568536.0;30559584.0;63986560.0;33426978.0;57317980.0;;62953812.0;26758400.0;56285232.0;29526832.0;21086240.0;43607752.0;22521514.0;39303616.0;;41920576.0;18217380.0;37616440.0;19399062.0;16766024.0;34311848.0;17545824.0;31189852.0;;32838660.0;14423827.0;29716664.0;15292838.0;11834078.0;24891142.0;13057063.0;21357430.0;;23609058.0;9523351.0;20075346.0;10551995.0;7467841.0;15547499.0;8079658.0;12942141.0;;13773064.0;5474300.0;11167706.0;5693406.0;3689888.0;7426519.0;3736631.0;5658523.0;;5734505.0;1968635.0;3966509.0;1997874.0;;;;;;;;;;;;;;;;;;;166870944.0;345876672.0;179005760.0;169272032.0;351353056.0;182081008.0;96621600.0;201495984.0;104874392.0;52547280.0;108995000.0;56447720.0;20103150.0;40862064.0;20758912.0;156636720.0;326038496.0;169401760.0;12635310.0;25314564.0;12679254.0;1502487.0;2753830.0;1251343.0;336142976.0;697229760.0;361086784.0;271600000.0;1156617.0;0.075341321528;;;3.34560108185;7.86294460297;3.38215017319;
;IN;1979;p0p100;3618.1418457;1815.74047852;52148.6015625;26170.4296875;48530.4570312;24354.6894531;116.093917847;58.2609634399;48646.5546875;24412.9511719;48653.4723326;1.23717025792e+12;1.78314459218e+13;1.65942751396e+13;39696605184.0;1.66339721298e+13;49295480.0;101582144.0;52286560.0;42672136.0;88462392.0;45790248.0;37846180.0;78637768.0;40791608.0;;;;33932456.0;70741000.0;36808596.0;29904464.0;62669520.0;32765154.0;55691780.0;;61092312.0;25787316.0;54114380.0;28327160.0;20327458.0;41932808.0;21605312.0;38284160.0;;40676148.0;17956704.0;37027576.0;19070838.0;16471955.0;33715624.0;17243596.0;30477494.0;;32226812.0;14005539.0;28988764.0;14983216.0;11465135.0;24217524.0;12752456.0;20713942.0;;23022212.0;9248806.0;19518512.0;10269756.0;7256363.0;15104593.0;7848238.0;12580892.0;;13394449.0;5324529.0;10870767.0;5546211.0;3550169.0;7182442.0;3632246.0;5454903.0;;5576052.0;1904734.0;3848557.0;1943806.0;;;;;;;;;;;;;;;;;;;163746256.0;339423328.0;175677008.0;164695744.0;341935264.0;177239552.0;93975944.0;195744288.0;101768464.0;51191432.0;106440424.0;55249024.0;19528368.0;39750540.0;20222056.0;152423728.0;317289312.0;164865712.0;12272004.0;24645946.0;12373818.0;1492572.0;2744180.0;1251555.0;328441984.0;681358528.0;352916576.0;265600000.0;1196256.0;0.067652463913;;;3.27593708038;8.12579059601;3.2303519249;
;IN;1978;p0p100;3491.24121094;1744.93554688;51884.2773438;25931.9589844;48393.0351562;24187.0234375;8.60555744171;4.30109071732;48401.6445312;24191.3261719;48407.0726016;1.16201619456e+12;1.72690369413e+13;1.61070207468e+13;2864252928.0;1.61098854564e+13;48553812.0;100048048.0;51494060.0;41841272.0;86722888.0;44881596.0;37114812.0;77149808.0;40035032.0;;;;33165370.0;69178144.0;36012864.0;29315180.0;61493260.0;32178244.0;53985724.0;;59071892.0;24670544.0;51564092.0;26893644.0;19734078.0;40673940.0;20939794.0;37498000.0;;39729444.0;17763922.0;36553648.0;18789652.0;16119314.0;33033522.0;16914108.0;29708920.0;;31611814.0;13589606.0;28287292.0;14697708.0;11123520.0;23570508.0;12447109.0;20126936.0;;22459186.0;9003416.0;19015408.0;10012076.0;7057671.0;14684553.0;7626892.0;12254824.0;;13053494.0;5197153.0;10623794.0;5426602.0;3390667.0;6901981.0;3511280.0;5262312.0;;5414159.0;1871645.0;3774551.0;1902879.0;;;;;;;;;;;;;;;;;;;160675264.0;333098880.0;172423552.0;160282640.0;332837568.0;172554992.0;91483728.0;190284944.0;98801336.0;49835856.0;103906736.0;54071000.0;18963060.0;38645876.0;19682640.0;148377248.0;308876224.0;160499232.0;11905390.0;23961322.0;12055749.0;1445925.0;2660996.0;1214988.0;320957920.0;665936448.0;344978528.0;259200000.0;1516155.0;0.0636710077524;;;3.33761692047;8.19284057617;3.18644428253;
;IN;1977;p0p100;3347.50708008;1666.69775391;49837.1132812;24813.5117188;46489.609375;23146.8144531;-12.0926828384;-6.02085256577;46477.515625;23140.7949219;46482.4907882;1.08486623232e+12;1.61513031598e+13;1.5066436993e+13;-3919018752.0;1.50625184645e+13;47852148.0;98602544.0;50750208.0;40956192.0;84889440.0;43933224.0;36411612.0;75718008.0;39306440.0;;;;32403780.0;67615744.0;35212064.0;28734520.0;60315680.0;31581344.0;52234160.0;;56947028.0;23499642.0;48865300.0;25365684.0;19285916.0;39761156.0;20475172.0;36893904.0;;39014668.0;17607986.0;36147588.0;18539496.0;15726720.0;32300804.0;16573996.0;28913136.0;;31006106.0;13186417.0;27618458.0;14432109.0;10811055.0;22959644.0;12148728.0;19597396.0;;21927406.0;8786342.0;18564932.0;9778679.0;6874913.0;14294731.0;7419826.0;11958442.0;;12745398.0;5083529.0;10409138.0;5325572.0;3221391.0;6599385.0;3377971.0;5079600.0;;5247478.0;1858209.0;3727751.0;1869507.0;;;;;;;;;;;;;;;;;;;157623728.0;326825760.0;169201936.0;156046512.0;324081824.0;168035376.0;89128064.0;185089712.0;95961696.0;48510536.0;101443832.0;52933512.0;18407918.0;37548260.0;19140170.0;144513520.0;300828288.0;156315024.0;11533005.0;23253530.0;11720344.0;1369876.0;2517255.0;1147294.0;313670240.0;650907584.0;337237312.0;253600000.0;1625217.0;0.0621074438095;;;3.4841401577;8.73857593536;3.18284606934;
;IN;1976;p0p100;3205.21533203;1590.56494141;49509.8046875;24568.8808594;46304.5898438;22978.3164062;-49.3674507141;-24.4982395172;46255.2265625;22953.8203125;46261.000132;1.01188999578e+12;1.56302992998e+13;1.46184098284e+13;-15585357824.0;1.46028248433e+13;47030112.0;96910776.0;49880536.0;40071984.0;83072808.0;43000808.0;35738648.0;74339336.0;38600720.0;;;;31696488.0;66158784.0;34462368.0;28074542.0;58917128.0;30842710.0;50497624.0;;54810364.0;22423084.0;46390768.0;23967656.0;18937748.0;39051216.0;20113424.0;36382752.0;;38417100.0;17445004.0;35748768.0;18303678.0;15329832.0;31584356.0;16254482.0;28137770.0;;30432412.0;12807938.0;26985792.0;14177930.0;10529872.0;22400826.0;11871058.0;19123714.0;;21436624.0;8593843.0;18159348.0;9565567.0;6714644.0;13951431.0;7236791.0;11683017.0;;12463204.0;4968373.0;10194809.0;5226413.0;3065928.0;6313227.0;3247290.0;4905175.0;;5076151.0;1839247.0;3668137.0;1828861.0;;;;;;;;;;;;;;;;;;;154537232.0;320481728.0;165944432.0;152007168.0;315701088.0;163693984.0;86880376.0;180107872.0;93227472.0;47261484.0;99130320.0;51869036.0;17865310.0;36462904.0;18597474.0;140856496.0;293189632.0;152333296.0;11150666.0;22511470.0;11360684.0;1277118.0;2335297.0;1058120.0;306544416.0;636182784.0;329638400.0;248000000.0;2200600.0;0.0573361329734;;;3.41553616524;8.96041297913;2.9764342308;
;IN;1975;p0p100;3087.50292969;1528.24450684;43524.4296875;21543.6132812;40436.9257812;20015.3691406;-46.8891677856;-23.2090835571;40390.0351562;19992.1601562;40396.0956893;9.50115172352e+11;1.33937422664e+13;1.24436275528e+13;-14429171712.0;1.24291980984e+13;45979584.0;94752360.0;48772780.0;39231612.0;81352968.0;42121356.0;35092000.0;73003128.0;37911124.0;;;;31071256.0;64865856.0;33794600.0;27286828.0;57176104.0;29889276.0;48824560.0;;52732800.0;21537732.0;44381256.0;22843524.0;18657336.0;38446540.0;19789206.0;35903632.0;;37859756.0;17246296.0;35316848.0;18070552.0;14953437.0;30928940.0;15975503.0;27415712.0;;29905648.0;12462276.0;26392420.0;13930145.0;10282687.0;21906704.0;11624016.0;18705104.0;;20992518.0;8422416.0;17790916.0;9368501.0;6580175.0;13664077.0;7083902.0;11419765.0;;12199077.0;4839590.0;9954765.0;5115175.0;2941757.0;6072961.0;3131204.0;4735500.0;;4898263.0;1793743.0;3560802.0;1767059.0;;;;;;;;;;;;;;;;;;;151374448.0;313974304.0;162599856.0;148183392.0;307729312.0;159545936.0;84728184.0;175320752.0;90592552.0;46120816.0;97018984.0;50898164.0;17334388.0;35389596.0;18055208.0;137429184.0;286003808.0;148574624.0;10754213.0;21725520.0;10971306.0;1179123.0;2136991.0;957868.0;299557856.0;621703616.0;322145792.0;242800000.0;2122777.0;0.0620751865208;;;3.90090584755;8.37589168549;3.35635066032;
;IN;1974;p0p100;3047.58325195;1501.15771484;43043.6328125;21202.1367188;39996.046875;19700.9785156;;;39996.046875;19700.9785156;40000.7051032;9.11873015808e+11;1.28791640801e+13;1.19672909332e+13;;1.19672909332e+13;45142224.0;93022304.0;47879952.0;38680740.0;80188144.0;41507384.0;34364144.0;71517744.0;37153640.0;;;;30390992.0;63506480.0;33115574.0;26273480.0;54934244.0;28660844.0;47025720.0;;50564680.0;20752240.0;42656160.0;21903836.0;18397900.0;37848428.0;19450464.0;35361116.0;;37212740.0;16963216.0;34725584.0;17762272.0;14546470.0;30208562.0;15662096.0;26647066.0;;29282494.0;12100597.0;25720878.0;13620399.0;10018608.0;21353764.0;11335266.0;18226598.0;;20445904.0;8207989.0;17318574.0;9110639.0;6419917.0;13325358.0;6905442.0;11090208.0;;11868963.0;4670291.0;9633824.0;4963521.0;2850937.0;5891795.0;3040854.0;4598388.0;;4758605.0;1747451.0;3465234.0;1717751.0;;;;;;;;;;;;;;;;;;;148578096.0;308234688.0;159656560.0;144124176.0;299211840.0;155087680.0;82386832.0;170164400.0;87777424.0;44873664.0;94601784.0;49728400.0;16863678.0;34445648.0;17581866.0;133680424.0;278091552.0;144411264.0;10443761.0;21120292.0;10676424.0;1175082.0;2129439.0;954298.0;292702272.0;607446528.0;314744256.0;237200000.0;2141058.0;0.0587062761188;;;4.03182172775;8.101603508;3.21252179146;
;IN;1973;p0p100;3074.37158203;1507.46118164;47836.0;23455.4980469;44761.6328125;21948.0371094;;;44761.6328125;21948.0371094;44766.4973942;8.946057216e+11;1.39197100851e+13;1.30251048878e+13;;1.30251048878e+13;44350616.0;91354920.0;47004104.0;38055384.0;78889792.0;40834380.0;33582120.0;69920344.0;36338292.0;;;;29780632.0;62298680.0;32518196.0;25123860.0;52325920.0;27202120.0;45273616.0;;48426328.0;20149760.0;41374096.0;21224208.0;18219612.0;37385504.0;19165768.0;34845776.0;;36596584.0;16626166.0;34057116.0;17430818.0;14144808.0;29522028.0;15377271.0;25913000.0;;28688606.0;11768192.0;25079332.0;13311335.0;9783465.0;20854368.0;11071066.0;17789182.0;;19933672.0;8005716.0;16868246.0;8862606.0;6289749.0;13052563.0;6762813.0;10766768.0;;11559196.0;4477019.0;9273406.0;4796383.0;2807342.0;5786280.0;2978926.0;4471397.0;;4618866.0;1664055.0;3304038.0;1639940.0;;;;;;;;;;;;;;;;;;;145768752.0;302463712.0;156694976.0;140226288.0;290988160.0;150761888.0;80119400.0;165142640.0;85022912.0;43702180.0;92323976.0;48622276.0;16404699.0;33521546.0;17116694.0;130111328.0;270519200.0;140408000.0;10114951.0;20468982.0;10353880.0;1166535.0;2105259.0;938631.0;285995040.0;593451904.0;307456832.0;232000000.0;2121998.0;0.0456496924162;;;3.41590213776;7.74203872681;2.51828980446;
;IN;1972;p0p100;3117.66967773;1522.83410645;48286.7382812;23585.7871094;45169.0703125;22062.953125;;;45169.0703125;22062.953125;45174.1792156;8.82940182528e+11;1.36750542356e+13;1.27921144463e+13;;1.27921144463e+13;43569904.0;89702144.0;46132036.0;37353508.0;77449928.0;40096404.0;32811536.0;68342440.0;35530980.0;;;;29184594.0;61100924.0;31916494.0;23929032.0;49580116.0;25651064.0;43636984.0;;46404264.0;19707952.0;40461280.0;20753200.0;18088682.0;37007280.0;18918440.0;34340752.0;;36010912.0;16252072.0;33344654.0;17092472.0;13756880.0;28872568.0;15115786.0;25224534.0;;28126672.0;11467653.0;24478334.0;13010886.0;9573875.0;20402590.0;10828876.0;17395032.0;;19461356.0;7821157.0;16453568.0;8632479.0;6179936.0;12825062.0;6645127.0;10453025.0;;11267484.0;4273089.0;8895437.0;4622357.0;2795762.0;5730609.0;2934826.0;4346695.0;;4472681.0;1550933.0;3088827.0;1537855.0;;;;;;;;;;;;;;;;;;;142919552.0;296595424.0;153675920.0;136549568.0;283205184.0;146655616.0;77977736.0;160393328.0;82415176.0;42619568.0;90207064.0;47588028.0;15952260.0;32604812.0;16652406.0;126777240.0;263425440.0;136648336.0;9772324.0;19779750.0;10007279.0;1152540.0;2064877.0;912241.0;279469088.0;579800640.0;300331520.0;226800000.0;;0.0390408076346;;;3.08018541336;7.5944685936;2.19502091408;
;IN;1971;p0p100;3142.91259766;1531.30078125;48131.1171875;23450.609375;44988.2070312;21919.3085938;;;44988.2070312;21919.3085938;44993.5057024;8.6764322816e+11;1.32872415478e+13;1.24195983852e+13;;1.24195983852e+13;42793612.0;88078944.0;45285200.0;36586040.0;75886240.0;39300192.0;32103016.0;66890864.0;34787908.0;;;;28512656.0;59685908.0;31173360.0;22836436.0;47066728.0;24230232.0;42211968.0;;44617608.0;19375532.0;39762996.0;20387380.0;17954428.0;36641696.0;18687148.0;33827596.0;;35462868.0;15873170.0;32648944.0;16775718.0;13391300.0;28256568.0;14865361.0;24589842.0;;27595902.0;11198541.0;23928944.0;12730542.0;9384184.0;19986556.0;10602476.0;17046442.0;;19034368.0;7662258.0;16094110.0;8431892.0;6069516.0;12601032.0;6531518.0;10159593.0;;10993468.0;4090077.0;8552013.0;4461950.0;2779952.0;5664606.0;2884633.0;4215611.0;;4314495.0;1435659.0;2865543.0;1429862.0;;;;;;;;;;;;;;;;;;;139995328.0;290541952.0;150546656.0;133174608.0;276063424.0;142888816.0;76039560.0;156120352.0;80080480.0;41636280.0;88266176.0;46630268.0;15498756.0;31676912.0;16178063.0;123745368.0;256987568.0;133242264.0;9429240.0;19075880.0;9646545.0;1123552.0;1993718.0;870100.0;273169952.0;566605376.0;293435456.0;221600000.0;1956890.0;0.0366712659597;;;3.01851081848;7.49193525314;2.06701827049;
;IN;1970;p0p100;3131.18041992;1524.62756348;48768.4882812;23746.2460938;45637.3085938;22221.6191406;;;45637.3085938;22221.6191406;45642.6903394;8.44557123584e+11;1.31540723958e+13;1.23095157309e+13;;1.23095157309e+13;41978448.0;86412752.0;44434304.0;35791376.0;74271688.0;38480312.0;31471970.0;65599416.0;34127444.0;;;;27718032.0;57934540.0;30216506.0;21946270.0;45034024.0;23087752.0;41064296.0;;43148840.0;19118028.0;39179112.0;20061084.0;17784658.0;36244048.0;18459390.0;33298270.0;;34960492.0;15513610.0;32014712.0;16501103.0;13056403.0;27676924.0;14620521.0;24017694.0;;27100108.0;10961291.0;23440876.0;12479586.0;9212985.0;19603248.0;10390264.0;16747451.0;;18658872.0;7534466.0;15803073.0;8268607.0;5942070.0;12349108.0;6407038.0;9894931.0;;10737702.0;3952861.0;8283525.0;4330664.0;2729853.0;5538234.0;2808381.0;4073256.0;;4141711.0;1343403.0;2676733.0;1333330.0;;;;;;;;;;;;;;;;;;;136959824.0;284218400.0;147258560.0;130168280.0;269724832.0;139556544.0;74362560.0;152471888.0;78109328.0;40765144.0;86524128.0;45758976.0;15040572.0;30728814.0;15688242.0;121069784.0;251345120.0;130275344.0;9098502.0;18379706.0;9281204.0;1072385.0;1881214.0;808829.0;267128128.0;553943232.0;286815136.0;216400000.0;1967960.0;0.0355751551688;;;3.07703542709;7.5;2.07010579109;
;IN;1969;p0p100;3081.6159668;1499.5838623;47474.7695312;23102.2949219;44393.15625;21602.7109375;;;44393.15625;21602.7109375;44398.4963211;8.12541804544e+11;1.25178593935e+13;1.17053178511e+13;;1.17053178511e+13;41306292.0;85031840.0;43725472.0;35212816.0;73046464.0;37833656.0;30856522.0;64359776.0;33503304.0;;;;26723732.0;55732820.0;29009130.0;21184562.0;43369796.0;22185162.0;40079824.0;;41960012.0;18895264.0;38670180.0;19774848.0;17534308.0;35728704.0;18194316.0;32672788.0;;34415528.0;15138479.0;31359696.0;16221214.0;12727132.0;27060334.0;14333290.0;23452206.0;;26539508.0;10725073.0;22931200.0;12206217.0;9022742.0;19165648.0;10142965.0;16408775.0;;18230036.0;7386033.0;15473081.0;8087070.0;5748847.0;11976676.0;6227837.0;9601576.0;;10442115.0;3852729.0;8066997.0;4214278.0;2651864.0;5371137.0;2719256.0;3958551.0;;4007309.0;1306687.0;2594755.0;1288053.0;;;;;;;;;;;;;;;;;;;134099360.0;278170912.0;144071568.0;127257024.0;263673936.0;136416912.0;72752616.0;149128368.0;76375536.0;39860980.0;84630256.0;44769544.0;14643427.0;29915308.0;15271823.0;118362440.0;245735312.0;127372920.0;8894580.0;17938632.0;9043986.0;1083300.0;1905743.0;822399.0;261356368.0;541844864.0;280488480.0;211600000.0;;0.0338504165411;;;3.08240842819;7.5;2.01076936722;
;IN;1968;p0p100;3003.95410156;1463.25097656;45429.515625;22129.09375;42425.5585938;20665.8417969;;;42425.5585938;20665.8417969;42430.7686177;7.75925006336e+11;1.17344986726e+13;1.09585734042e+13;;1.09585734042e+13;40809776.0;84018568.0;43208684.0;34510444.0;71577160.0;37066728.0;30277764.0;63217552.0;32939872.0;;;;25587764.0;53160224.0;27572484.0;20613370.0;42165500.0;21552024.0;39371460.0;;41094652.0;18758088.0;38300824.0;19542628.0;17231184.0;35133756.0;17902464.0;32000528.0;;33870204.0;14769345.0;30737060.0;15967738.0;12426762.0;26471348.0;14044721.0;22942606.0;;26002674.0;10515843.0;22473668.0;11957953.0;8838571.0;18739742.0;9901248.0;16105491.0;;17843802.0;7266920.0;15209447.0;7942555.0;5526436.0;11555730.0;6029313.0;9343019.0;;10169959.0;3816583.0;7957220.0;4140646.0;2523592.0;5117643.0;2594029.0;3837025.0;;3865791.0;1313433.0;2585219.0;1271762.0;;;;;;;;;;;;;;;;;;;131185752.0;271973504.0;140787760.0;124653560.0;258301216.0;133647640.0;71371984.0;146337136.0;74964848.0;39048096.0;82894200.0;43846476.0;14233480.0;29069876.0;14836315.0;115946512.0;240787072.0;124840648.0;8707044.0;17514144.0;8807002.0;1053436.0;1854063.0;800565.0;255839312.0;530274720.0;274435392.0;207200000.0;1800744.0;0.0336569659412;;;3.21555614471;7.5;1.99200689793;
;IN;1967;p0p100;2921.34375;1426.71044922;45115.1328125;22033.0917969;42193.7890625;20606.3808594;;;42193.7890625;20606.3808594;42198.8538426;7.40693966848e+11;1.14387457147e+13;1.06980515512e+13;;1.06980515512e+13;40329820.0;83038856.0;42708948.0;33767684.0;70050128.0;36282452.0;29702532.0;62068776.0;32366332.0;;;;24408144.0;50458672.0;26050508.0;20209736.0;41344828.0;21135002.0;38882880.0;;40482596.0;18673144.0;38020856.0;19347596.0;16894786.0;34497952.0;17603080.0;31309660.0;;33339910.0;14414875.0;30151656.0;15736829.0;12158047.0;25923006.0;13765083.0;22489946.0;;25498958.0;10331899.0;22065660.0;11733874.0;8666076.0;18339628.0;9673618.0;15832685.0;;17498462.0;7166609.0;14991431.0;7824845.0;5297454.0;11122993.0;5825565.0;9118332.0;;9920970.0;3820878.0;7916284.0;4095405.0;2360932.0;4803263.0;2442316.0;3712912.0;;3719446.0;1351980.0;2629139.0;1277130.0;;;;;;;;;;;;;;;;;;;128208176.0;265616432.0;137408240.0;122336392.0;253545648.0;131209248.0;70192536.0;144015296.0;73822504.0;38322632.0;81319728.0;42997420.0;13821220.0;28210622.0;14389329.0;113812624.0;236458016.0;122645496.0;8523766.0;17087628.0;8563764.0;989976.0;1738942.0;748913.0;250544576.0;519162080.0;268617504.0;202400000.0;1760576.84211;0.0326778069139;;;3.25472259521;7.5;1.953738451;
