Variable Name;.;.;.;Consumption of fixed capital of national economy | individuals | Average | Adults | constant 2015 local currency;Consumption of fixed capital of national economy | individuals | Average | All Ages | constant 2015 local currency;Gross domestic product | individuals | Average | Adults | constant 2015 local currency;Gross domestic product | individuals | Average | All Ages | constant 2015 local currency;Net domestic product | individuals | Average | Adults | constant 2015 local currency;Net domestic product | individuals | Average | All Ages | constant 2015 local currency;Net foreign income | individuals | Average | Adults | constant 2015 local currency;Net foreign income | individuals | Average | All Ages | constant 2015 local currency;National income | individuals | Average | Adults | constant 2015 local currency;National income | individuals | Average | All Ages | constant 2015 local currency;Pre-tax national income  | individuals | Average | Adults | constant 2015 local currency;Consumption of fixed capital of national economy | individuals | Total | All Ages | constant 2015 local currency;Gross domestic product | individuals | Total | All Ages | constant 2015 local currency;Net domestic product | individuals | Total | All Ages | constant 2015 local currency;Net foreign income | individuals | Total | All Ages | constant 2015 local currency;National income | individuals | Total | All Ages | constant 2015 local currency;Pre-tax national income  | individuals | Total | All Ages | constant 2015 local currency;Population | female | Population | 0 to 4 | population;Population | individuals | Population | 0 to 4 | population;Population | male | Population | 0 to 4 | population;Population | female | Population | 5 to 9 | population;Population | individuals | Population | 5 to 9 | population;Population | male | Population | 5 to 9 | population;Population | female | Population | 10 to 14 | population;Population | individuals | Population | 10 to 14 | population;Population | male | Population | 10 to 14 | population;Population | female | Population | 100+ | population;Population | individuals | Population | 100+ | population;Population | male | Population | 100+ | population;Population | female | Population | 15 to 19 | population;Population | individuals | Population | 15 to 19 | population;Population | male | Population | 15 to 19 | population;Population | female | Population | 20 to 24 | population;Population | individuals | Population | 20 to 24 | population;Population | male | Population | 20 to 24 | population;Population | female | Population | 20 to 29 | population;Population | individuals | Population | 20 to 29 | population;Population | male | Population | 20 to 29 | population;Population | female | Population | 25 to 29 | population;Population | individuals | Population | 25 to 29 | population;Population | male | Population | 25 to 29 | population;Population | female | Population | 30 to 34 | population;Population | individuals | Population | 30 to 34 | population;Population | male | Population | 30 to 34 | population;Population | female | Population | 30 to 39 | population;Population | individuals | Population | 30 to 39 | population;Population | male | Population | 30 to 39 | population;Population | female | Population | 35 to 39 | population;Population | individuals | Population | 35 to 39 | population;Population | male | Population | 35 to 39 | population;Population | female | Population | 40 to 44 | population;Population | individuals | Population | 40 to 44 | population;Population | male | Population | 40 to 44 | population;Population | female | Population | 40 to 49  | population;Population | individuals | Population | 40 to 49  | population;Population | male | Population | 40 to 49  | population;Population | female | Population | 45 to 49 | population;Population | individuals | Population | 45 to 49 | population;Population | male | Population | 45 to 49 | population;Population | female | Population | 50 to 54 | population;Population | individuals | Population | 50 to 54 | population;Population | male | Population | 50 to 54 | population;Population | female | Population | 50 to 59 | population;Population | individuals | Population | 50 to 59 | population;Population | male | Population | 50 to 59 | population;Population | female | Population | 55 to 59 | population;Population | individuals | Population | 55 to 59 | population;Population | male | Population | 55 to 59 | population;Population | female | Population | 60 to 64 | population;Population | individuals | Population | 60 to 64 | population;Population | male | Population | 60 to 64 | population;Population | female | Population | 60 to 69 | population;Population | individuals | Population | 60 to 69 | population;Population | male | Population | 60 to 69 | population;Population | female | Population | 65 to 69 | population;Population | individuals | Population | 65 to 69 | population;Population | male | Population | 65 to 69 | population;Population | female | Population | 70 to 74 | population;Population | individuals | Population | 70 to 74 | population;Population | male | Population | 70 to 74 | population;Population | female | Population | 70 to 79 | population;Population | individuals | Population | 70 to 79 | population;Population | male | Population | 70 to 79 | population;Population | female | Population | 75 to 79 | population;Population | individuals | Population | 75 to 79 | population;Population | male | Population | 75 to 79 | population;Population | female | Population | 80 to 84 | population;Population | individuals | Population | 80 to 84 | population;Population | male | Population | 80 to 84 | population;Population | female | Population | 80 to 89 | population;Population | individuals | Population | 80 to 89 | population;Population | male | Population | 80 to 89 | population;Population | female | Population | 85 to 89 | population;Population | individuals | Population | 85 to 89 | population;Population | male | Population | 85 to 89 | population;Population | female | Population | 90 to 94 | population;Population | individuals | Population | 90 to 94 | population;Population | male | Population | 90 to 94 | population;Population | female | Population | 90 to 99 | population;Population | individuals | Population | 90 to 99 | population;Population | male | Population | 90 to 99 | population;Population | female | Population | 95 to 99 | population;Population | individuals | Population | 95 to 99 | population;Population | male | Population | 95 to 99 | population;Population | female | Population | Children | population;Population | individuals | Population | Children | population;Population | male | Population | Children | population;Population | female | Population | Adults | population;Population | individuals | Population | Adults | population;Population | male | Population | Adults | population;Population | female | Population | 20 to 39 | population;Population | individuals | Population | 20 to 39 | population;Population | male | Population | 20 to 39 | population;Population | female | Population | 40 to 59 | population;Population | individuals | Population | 40 to 59 | population;Population | male | Population | 40 to 59 | population;Population | female | Population | Over 60 | population;Population | individuals | Population | Over 60 | population;Population | male | Population | Over 60 | population;Population | female | Population | 20 to 64 | population;Population | individuals | Population | 20 to 64 | population;Population | male | Population | 20 to 64 | population;Population | female | Population | Over 65 | population;Population | individuals | Population | Over 65 | population;Population | male | Population | Over 65 | population;Population | female | Population | Over 80 | population;Population | individuals | Population | Over 80 | population;Population | male | Population | Over 80 | population;Population | female | Population | All Ages | population;Population | individuals | Population | All Ages | population;Population | male | Population | All Ages | population;Number of tax units - adults | tax unit | Population | Adults | population;National income price index | individuals | Indices | All Ages | population;PPP conversion factor, LCU per EUR | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per EUR | individuals | Exchange rates | All Ages | local currency per foreign currency;PPP conversion factor, LCU per USD | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per USD | individuals | Exchange rates | All Ages | local currency per foreign currency;PPP conversion factor, LCU per CNY | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per CNY | individuals | Exchange rates | All Ages | local currency per foreign currency
;HU;1983;p0p100;529737.0625;414536.84375;3114531.5;2437224.25;2584794.5;2022687.5;-106164.757812;-83077.453125;2478629.75;1939610.125;;4.4235227136e+12;2.60076208128e+13;2.15840980992e+13;-8.86519496704e+11;2.069757952e+13;;286162.0;586581.0;300419.0;316588.0;650689.0;334101.0;279456.0;575529.0;296072.0;;;;246725.0;507789.0;261063.0;359472.0;734151.0;374679.0;820453.0;;848096.0;460981.0;934399.0;473416.0;458740.0;925460.0;466719.0;853358.0;;863357.0;394618.0;791259.0;396638.0;380394.0;744028.0;363633.0;744890.0;;693521.0;364496.0;694383.0;329888.0;377697.0;721727.0;344030.0;783218.0;;689669.0;405522.0;751160.0;345639.0;326174.0;586281.0;260107.0;553382.0;;428381.0;227209.0;395484.0;168274.0;296563.0;503473.0;206909.0;486134.0;;324586.0;189571.0;307247.0;117677.0;;;;;;;;;;;;;;;;;;;1596169.0;2320588.0;1684854.0;4415187.0;8350412.0;3935220.0;1673811.0;3385269.0;1711453.0;1528109.0;2911298.0;1383190.0;1213267.0;2053845.0;840577.0;3528094.0;6313739.0;3354750.0;887093.0;1467565.0;580470.0;173751.0;261362.0;87610.0;6011356.0;10671000.0;5620074.0;8350412.0;0.0344655588;;;9.6034030914;42.6711502075;10.7697143555;
;HU;1982;p0p100;524228.3125;409195.03125;3161309.0;2467611.5;2637080.5;2058416.5;-140124.046875;-109376.125;2496956.5;1949040.5;2496956.5;4.37634072576e+12;2.63911060275e+13;2.20147650396e+13;-1.16977762304e+12;2.08449883341e+13;20844933.517;314883.0;646636.0;331752.0;308532.0;634492.0;325958.0;276983.0;570938.0;293953.0;;;;240260.0;494776.0;254514.0;380674.0;777319.0;396643.0;854474.0;;883450.0;473800.0;960608.0;486807.0;437067.0;882118.0;445049.0;831893.0;;841750.0;394827.0;791529.0;396701.0;371427.0;720789.0;349362.0;740948.0;;687687.0;369520.0;707845.0;338325.0;376959.0;721135.0;344178.0;799026.0;;701281.0;422067.0;779168.0;357104.0;272779.0;492027.0;219253.0;541961.0;;420933.0;269182.0;470860.0;201680.0;284888.0;484868.0;199984.0;471154.0;;317327.0;186266.0;303606.0;117342.0;;;;;;;;;;;;;;;;;;;1596648.0;2346842.0;1688360.0;4409687.0;8348158.0;3938488.0;1686367.0;3411574.0;1725200.0;1539974.0;2928937.0;1388968.0;1183346.0;2007648.0;824319.0;3499120.0;6294042.0;3333421.0;910567.0;1515620.0;605066.0;170230.0;256286.0;86060.0;6006335.0;10695000.0;5626848.0;8348158.0;0.0321271345;;;9.3470649719;36.6305503845;10.1485481262;
;HU;1981;p0p100;517762.8125;404173.15625;3105780.25;2424417.0;2588017.25;2020243.875;;;2450354.5;1912782.25;;4.3266736128e+12;2.59533842678e+13;2.16267101307e+13;;2.04763341783e+13;;331358.0;681234.0;349876.0;300109.0;617595.0;317485.0;272472.0;562224.0;289749.0;;;;236570.0;487469.0;250899.0;403413.0;823578.0;420162.0;884797.0;;915199.0;481384.0;976425.0;495038.0;418017.0;843891.0;425871.0;813338.0;;822128.0;395320.0;791578.0;396257.0;365209.0;704238.0;339029.0;740593.0;;686741.0;375384.0;723098.0;347711.0;379964.0;726986.0;347022.0;808848.0;;708635.0;428884.0;790494.0;361613.0;231606.0;418753.0;187150.0;541145.0;;422119.0;309539.0;544504.0;234968.0;272715.0;464852.0;192139.0;457148.0;;309246.0;184432.0;301533.0;117106.0;;;;;;;;;;;;;;;;;;;1591006.0;2348522.0;1685169.0;4410058.0;8356478.0;3946431.0;1698135.0;3435472.0;1737327.0;1549441.0;2944816.0;1395375.0;1162482.0;1976191.0;813728.0;3479182.0;6281370.0;3319853.0;930876.0;1557437.0;626578.0;164189.0;246548.0;82364.0;6001064.0;10705000.0;5631599.0;8356478.0;0.0300504733;;;9.2775030136;34.3142929077;9.6243772507;
;HU;1980;p0p100;510716.78125;399087.3125;2999638.25;2343995.0;2488921.5;1944907.625;;;2355963.25;1841010.75;2355963.25;4.27382616883e+12;2.51018419896e+13;2.08280160829e+13;;1.97153846723e+13;19714981.1968;332337.0;683575.0;351238.0;295152.0;607931.0;312777.0;268247.0;554176.0;285929.0;;;;240143.0;495027.0;254885.0;424709.0;866949.0;442238.0;906907.0;;938703.0;482198.0;978664.0;496465.0;405301.0;818326.0;413024.0;798791.0;;805307.0;393490.0;785773.0;392282.0;363264.0;698432.0;335168.0;743946.0;;691013.0;380682.0;736528.0;355845.0;388437.0;742527.0;354088.0;807768.0;;707955.0;419331.0;773196.0;353867.0;215024.0;389004.0;173978.0;551666.0;;432429.0;336642.0;595091.0;258451.0;265130.0;452508.0;187380.0;448044.0;;303331.0;182914.0;298866.0;115952.0;;;;;;;;;;;;;;;;;;;1572868.0;2340710.0;1668344.0;4412691.0;8368290.0;3955600.0;1705698.0;3449712.0;1744010.0;1551714.0;2950683.0;1398969.0;1155278.0;1967895.0;812621.0;3472436.0;6289537.0;3316956.0;940254.0;1578891.0;638643.0;155569.0;232426.0;76861.0;5985558.0;10709000.0;5623944.0;8368290.0;0.0287242103;;;9.6988573074;32.532283783;9.3302488327;
;HU;1979;p0p100;502157.53125;394719.34375;3077897.75;2419371.75;2575740.25;2024652.625;;;2439313.5;1917414.625;;4.21836567347e+12;2.58558268539e+13;2.1637462229e+13;;2.0491410604e+13;;326236.0;671412.0;345183.0;285139.0;587778.0;302645.0;255610.0;528215.0;272610.0;;;;242530.0;499112.0;256587.0;446219.0;910512.0;464300.0;924172.0;;956695.0;477953.0;970341.0;492396.0;399956.0;807137.0;407185.0;791361.0;;793402.0;391405.0;777618.0;386217.0;366224.0;703637.0;337412.0;752279.0;;699929.0;386055.0;748570.0;362517.0;403057.0;767417.0;364354.0;796110.0;;696115.0;393052.0;724820.0;331761.0;221255.0;399868.0;178607.0;570831.0;;449112.0;349576.0;620090.0;270504.0;257802.0;441499.0;183688.0;438206.0;;299485.0;180404.0;296209.0;115797.0;;;;;;;;;;;;;;;;;;;1573325.0;2286517.0;1669055.0;4427527.0;8400483.0;3972922.0;1715533.0;3465608.0;1750097.0;1548388.0;2944444.0;1396045.0;1163605.0;1990431.0;826781.0;3485177.0;6279507.0;3324749.0;942350.0;1590563.0;648173.0;154568.0;232766.0;78184.0;6000851.0;10687000.0;5641977.0;8400483.0;0.0263334326;;;9.6830997467;35.577999115;9.098277092;
;HU;1978;p0p100;491776.65625;387955.28125;3089151.0;2436985.0;2597374.25;2049029.875;;;2460448.5;1941011.125;2460448.5;4.13560314266e+12;2.59782606848e+13;2.18426580664e+13;;2.06911790121e+13;20691316.884;314160.0;646550.0;332399.0;280056.0;577792.0;297745.0;244848.0;505915.0;261075.0;;;;253203.0;520229.0;267034.0;465982.0;950715.0;484746.0;930366.0;;963174.0;464384.0;942802.0;478428.0;399797.0;806571.0;406781.0;786020.0;;782240.0;386223.0;761678.0;375459.0;372019.0;716749.0;344729.0;760644.0;;710721.0;388625.0;754619.0;365993.0;423824.0;802842.0;379013.0;769759.0;;671906.0;345935.0;638838.0;292893.0;253355.0;458415.0;205051.0;601429.0;;475989.0;348073.0;619026.0;270939.0;252815.0;434892.0;182063.0;431555.0;;297268.0;178740.0;293958.0;115205.0;;;;;;;;;;;;;;;;;;;1564125.0;2250485.0;1658617.0;4430804.0;8409515.0;3978662.0;1716386.0;3461765.0;1745414.0;1530403.0;2913047.0;1382628.0;1184014.0;2034703.0;850620.0;3500144.0;6281985.0;3333092.0;930659.0;1576288.0;645570.0;151031.0;228412.0;77363.0;5994929.0;10660000.0;5637279.0;8409515.0;0.0241869688;;;9.6216869354;37.9113502502;8.7585353851;
;HU;1977;p0p100;476880.65625;377936.65625;2984709.25;2365436.75;2507828.5;1987500.125;;;2375532.25;1882652.75;;4.01179751219e+12;2.51091107185e+13;2.10973134684e+13;;1.99843590963e+13;;296520.0;610063.0;313553.0;272782.0;563176.0;290403.0;234092.0;483396.0;249311.0;;;;265969.0;545784.0;279823.0;482836.0;985120.0;502294.0;929071.0;;961655.0;446235.0;905582.0;459361.0;403396.0;813400.0;410012.0;783740.0;;773417.0;380344.0;743747.0;363405.0;380163.0;736009.0;355846.0;771339.0;;724467.0;391176.0;759797.0;368621.0;444555.0;838180.0;393617.0;735471.0;;640979.0;290915.0;538285.0;247363.0;301531.0;547318.0;245775.0;638473.0;;509135.0;336942.0;600315.0;263360.0;250443.0;432908.0;182449.0;428117.0;;296427.0;177674.0;291668.0;113978.0;;;;;;;;;;;;;;;;;;;1554873.0;2202418.0;1647536.0;4431629.0;8412582.0;3980901.0;1712811.0;3447850.0;1735072.0;1506810.0;2872270.0;1365446.0;1212008.0;2092462.0;880383.0;3521152.0;6289266.0;3346294.0;910477.0;1545144.0;634608.0;145418.0;220254.0;74820.0;5986503.0;10615000.0;5628437.0;8412582.0;0.0231224652;;;9.8329582214;40.9607505798;8.5741596222;
;HU;1976;p0p100;458470.71875;364835.59375;2820850.75;2244738.5;2362380.25;1879902.875;;;2237347.0;1780405.625;2237347.0;3.85375849677e+12;2.37111722639e+13;1.98574142915e+13;;1.88064244695e+13;18806571.5469;281866.0;579860.0;298002.0;262221.0;541578.0;279362.0;226359.0;466907.0;240553.0;;;;277486.0;568974.0;291494.0;493681.0;1007262.0;513590.0;923206.0;;955049.0;429524.0;870976.0;441459.0;406365.0;817999.0;411641.0;782664.0;;765938.0;376300.0;730597.0;354297.0;388336.0;755410.0;367073.0;785232.0;;740243.0;396896.0;770065.0;373170.0;453486.0;852455.0;398962.0;701953.0;;610826.0;248467.0;460333.0;211864.0;346834.0;631936.0;285092.0;671410.0;;539771.0;324576.0;579264.0;254679.0;249231.0;432410.0;183170.0;425445.0;;294965.0;176215.0;288020.0;111795.0;;;;;;;;;;;;;;;;;;;1555642.0;2157319.0;1646904.0;4428012.0;8405681.0;3977633.0;1705870.0;3426834.0;1720987.0;1487185.0;2838263.0;1351069.0;1234957.0;2140585.0;905577.0;3539889.0;6285212.0;3357148.0;888123.0;1508649.0;620485.0;138102.0;208955.0;70841.0;5983654.0;10563000.0;5624537.0;8405681.0;0.0222499166;;;10.0352163315;41.5752677917;8.3576030731;
;HU;1975;p0p100;438690.34375;350501.8125;2708791.25;2164251.5;2270101.0;1813749.75;;;2150034.5;1717819.875;;3.68061946266e+12;2.27268047667e+13;1.90461855662e+13;;1.80388269916e+13;;272404.0;560725.0;288323.0;247550.0;511266.0;263717.0;221753.0;456771.0;235019.0;;;;284077.0;582221.0;298145.0;496826.0;1013580.0;516755.0;915164.0;;945856.0;418338.0;847438.0;429101.0;406146.0;814713.0;408565.0;781954.0;;759557.0;375807.0;726799.0;350993.0;395263.0;771454.0;376191.0;802788.0;;757489.0;407524.0;788822.0;381299.0;443740.0;833167.0;389425.0;675826.0;;587427.0;232086.0;430088.0;198001.0;376651.0;688693.0;312042.0;693503.0;;561902.0;316852.0;566712.0;249860.0;248119.0;430978.0;182860.0;421775.0;;291428.0;173657.0;282224.0;108567.0;;;;;;;;;;;;;;;;;;;1571593.0;2110983.0;1662628.0;4420563.0;8390017.0;3969453.0;1697117.0;3402531.0;1705413.0;1478613.0;2823530.0;1344916.0;1244832.0;2163956.0;919124.0;3552382.0;6262219.0;3362371.0;868181.0;1475263.0;607082.0;129554.0;195350.0;65795.0;5992156.0;10501000.0;5632081.0;8390017.0;0.0211854093;;;10.0760555267;43.9713821411;8.2884168625;
;HU;1974;p0p100;418556.75;335342.0625;2628299.25;2105758.0;2209742.5;1770416.0;;;2093244.0;1677078.875;2093244.0;3.50164169523e+12;2.19883262444e+13;1.8486684287e+13;;1.75120580608e+13;17512168.1396;262612.0;540360.0;277752.0;232496.0;479750.0;247257.0;223646.0;460252.0;236609.0;;;;290647.0;595647.0;305005.0;492908.0;1005692.0;512791.0;905925.0;;936118.0;413017.0;836339.0;423327.0;403935.0;806227.0;402296.0;782580.0;;755450.0;378645.0;731800.0;353155.0;400749.0;783758.0;383008.0;823300.0;;775068.0;422551.0;814613.0;392061.0;414999.0;778515.0;363514.0;654768.0;;567766.0;239769.0;444025.0;204252.0;390520.0;715418.0;324895.0;699633.0;;570058.0;309113.0;554281.0;245164.0;244313.0;424887.0;180570.0;413115.0;;286196.0;168802.0;274431.0;105625.0;;;;;;;;;;;;;;;;;;;1589364.0;2076010.0;1679462.0;4407868.0;8365990.0;3958110.0;1688505.0;3380058.0;1691569.0;1478068.0;2820910.0;1342835.0;1241295.0;2165022.0;923707.0;3557092.0;6233853.0;3359298.0;850775.0;1449604.0;598812.0;128548.0;196004.0;67452.0;5997232.0;10442000.0;5637572.0;8365990.0;0.0204175729;;;10.5788240433;46.7523994446;8.0844621658;
;HU;1973;p0p100;397731.96875;318398.78125;2567400.0;2055296.25;2169668.0;1736897.375;;;2055868.75;1645797.0;;3.31453117235e+12;2.13956333404e+13;1.80811013816e+13;;1.71327461786e+13;;260476.0;535653.0;275182.0;218616.0;450730.0;232118.0;232322.0;477821.0;245504.0;;;;298696.0;612217.0;313525.0;480133.0;979388.0;499264.0;893700.0;;923162.0;413566.0;837457.0;423898.0;399127.0;790753.0;391629.0;784042.0;;752666.0;384914.0;745953.0;361037.0;404002.0;791030.0;387029.0;848486.0;;794988.0;444484.0;852445.0;407959.0;365041.0;684981.0;319934.0;640272.0;;554768.0;275231.0;510070.0;234833.0;389098.0;713960.0;324853.0;693286.0;;568261.0;304188.0;547604.0;243407.0;241807.0;419957.0;178142.0;404829.0;;280084.0;163022.0;264974.0;101942.0;;;;;;;;;;;;;;;;;;;1620767.0;2076420.0;1710974.0;4391420.0;8333580.0;3942127.0;1677741.0;3353551.0;1675827.0;1488758.0;2838526.0;1349756.0;1224921.0;2141504.0;916544.0;3555597.0;6188969.0;3350436.0;835823.0;1427544.0;591690.0;126805.0;195009.0;68199.0;6012187.0;10410000.0;5653101.0;8333580.0;0.0200510994;;;11.2865600586;48.9662246704;8.0037136078;
;HU;1972;p0p100;375896.25;300269.8125;2430257.0;1941314.5;2054360.75;1641044.625;;;1946640.375;1554996.5;1946640.375;3.11620009984e+12;2.01469617766e+13;1.70307616768e+13;;1.61377534607e+13;16137665.1082;258922.0;532208.0;273289.0;208571.0;429686.0;221120.0;243578.0;500798.0;257225.0;;;;304987.0;625254.0;320271.0;461954.0;941667.0;479719.0;879271.0;;907284.0;417317.0;844874.0;427565.0;393032.0;771988.0;378957.0;786094.0;;751264.0;393062.0;765368.0;372307.0;406695.0;796299.0;389603.0;872226.0;;812415.0;465531.0;888348.0;422813.0;306678.0;575961.0;269279.0;633607.0;;549399.0;326929.0;607051.0;280119.0;376691.0;692212.0;315516.0;678121.0;;559229.0;301430.0;545149.0;243713.0;239972.0;415222.0;175242.0;396480.0;;272744.0;156508.0;254015.0;97502.0;;;;;;;;;;;;;;;;;;;1657504.0;2087946.0;1748609.0;4369736.0;8290054.0;3920288.0;1665365.0;3323896.0;1658548.0;1505834.0;2867660.0;1361814.0;1198537.0;2098498.0;899926.0;3547889.0;6136479.0;3335878.0;821846.0;1406286.0;584411.0;123936.0;191899.0;67954.0;6027239.0;10378000.0;5668897.0;8290054.0;0.0194054171;;;11.5206165314;55.2599983215;7.8945679665;
;HU;1971;p0p100;353511.40625;280953.65625;2325001.75;1847798.375;1971490.5;1566844.75;;;1868435.5;1484941.625;;2.90843236762e+12;1.91284086047e+13;1.62199764992e+13;;1.53721157714e+13;;254890.0;523750.0;268864.0;207841.0;427917.0;220079.0;258959.0;532351.0;273395.0;;;;312452.0;640715.0;328267.0;444028.0;904295.0;460270.0;863236.0;;888523.0;419207.0;847458.0;428254.0;387725.0;756020.0;368294.0;787920.0;;750940.0;400195.0;782838.0;382646.0;411483.0;804573.0;393091.0;884207.0;;819191.0;472724.0;898826.0;426101.0;261416.0;491257.0;229840.0;635282.0;;551852.0;373866.0;695879.0;322011.0;361972.0;666478.0;304499.0;660863.0;;548230.0;298890.0;542627.0;243731.0;237441.0;408869.0;171425.0;387364.0;;264096.0;149924.0;242600.0;92671.0;;;;;;;;;;;;;;;;;;;1682492.0;2124734.0;1774355.0;4338109.0;8227266.0;3889138.0;1651156.0;3290611.0;1639464.0;1519489.0;2890534.0;1371043.0;1167463.0;2046121.0;878632.0;3532618.0;6094148.0;3315006.0;805491.0;1379643.0;574132.0;119236.0;185548.0;66306.0;6020601.0;10352000.0;5663494.0;8227266.0;0.0188644398;;;11.6875171661;59.8216171265;7.6939220428;
;HU;1970;p0p100;330733.3125;260997.71875;2207027.0;1741672.375;1876293.75;1480674.625;;;1778468.0;1403475.625;1778468.0;2.69401849856e+12;1.79775419187e+13;1.52835236823e+13;;1.44866751283e+13;14486431.1344;244114.0;501407.0;257294.0;216615.0;445828.0;229212.0;278326.0;572217.0;293889.0;;;;320326.0;656956.0;336629.0;430352.0;875650.0;445298.0;846738.0;;867831.0;416386.0;838920.0;422533.0;384722.0;747147.0;362421.0;789438.0;;751894.0;404716.0;794188.0;389473.0;419720.0;818560.0;398839.0;878585.0;;810746.0;458865.0;870774.0;411907.0;243151.0;456964.0;213813.0;645445.0;;562198.0;402294.0;750678.0;348385.0;351057.0;648272.0;297214.0;646570.0;;539118.0;295513.0;537419.0;241904.0;233278.0;399712.0;166433.0;377178.0;;254419.0;143900.0;231886.0;87986.0;;;;;;;;;;;;;;;;;;;1685074.0;2176408.0;1776761.0;4296338.0;8145592.0;3849242.0;1636177.0;3255905.0;1619726.0;1524031.0;2896976.0;1372944.0;1136131.0;1992711.0;856573.0;3511264.0;6073959.0;3289883.0;785074.0;1344439.0;559359.0;112383.0;175423.0;63036.0;5981412.0;10322000.0;5626004.0;8145592.0;0.0184979718;;;12.041885376;60.0;7.788526535;
;HU;1969;p0p100;307883.0625;240914.203125;2126451.0;1663918.25;1818567.875;1423004.125;;;1724313.625;1349251.375;;2.47756174131e+12;1.71117358612e+13;1.46341741199e+13;;1.38757013504e+13;;240543.0;494435.0;253898.0;230055.0;473574.0;243523.0;296844.0;610042.0;313204.0;;;;321598.0;658862.0;337270.0;420353.0;854313.0;433969.0;830570.0;;845494.0;410217.0;821737.0;411525.0;384039.0;744806.0;360766.0;791070.0;;753699.0;407031.0;799963.0;392933.0;431687.0;838113.0;406425.0;857300.0;;786815.0;425613.0;806007.0;380391.0;250047.0;469347.0;219298.0;663846.0;;578486.0;413800.0;772994.0;359188.0;340809.0;631031.0;290217.0;630312.0;;526662.0;289504.0;525958.0;236445.0;224731.0;383763.0;159023.0;362297.0;;243636.0;137566.0;222186.0;84613.0;;;;;;;;;;;;;;;;;;;1694850.0;2236913.0;1786446.0;4246883.0;8047087.0;3800166.0;1621640.0;3220818.0;1599193.0;1521146.0;2886461.0;1365301.0;1104096.0;1939808.0;835672.0;3483595.0;6037615.0;3254711.0;763288.0;1308778.0;545455.0;111487.0;176870.0;65374.0;5941733.0;10284000.0;5586612.0;8047087.0;0.0182536561;;;12.5149116516;60.0;7.8457336426;
;HU;1968;p0p100;284280.5;221077.90625;1959121.5;1523560.25;1674841.0;1302482.375;;;1588003.625;1234951.125;1588003.625;2.26472204698e+12;1.56073512141e+13;1.33426294292e+13;;1.26508387533e+13;12651095.5416;233400.0;480332.0;246941.0;246220.0;506725.0;260513.0;313821.0;644595.0;330787.0;;;;315688.0;645844.0;330165.0;416893.0;846725.0;429844.0;818786.0;;826387.0;401893.0;798428.0;396543.0;387106.0;752346.0;365240.0;794532.0;;759031.0;407426.0;801214.0;393791.0;450691.0;869936.0;419245.0;822371.0;;750608.0;371681.0;703048.0;331363.0;285285.0;535422.0;250132.0;694753.0;;606462.0;409469.0;765809.0;356330.0;333604.0;620124.0;286512.0;618537.0;;517389.0;284933.0;515821.0;230877.0;215219.0;366320.0;151084.0;348555.0;;234157.0;133335.0;216422.0;83073.0;;;;;;;;;;;;;;;;;;;1696511.0;2277495.0;1787181.0;4206557.0;7966505.0;3759892.0;1613318.0;3198713.0;1585419.0;1517125.0;2874215.0;1357070.0;1076114.0;1893577.0;817403.0;3464046.0;6014873.0;3229001.0;742510.0;1273454.0;530891.0;109023.0;174891.0;65857.0;5903068.0;10244000.0;5547073.0;7966505.0;0.0180093404;;;12.9587430954;60.0;7.7125706673;
;HU;1967;p0p100;262012.140625;202868.203125;1799465.75;1393272.75;1537453.625;1190404.5;;;1457692.875;1128648.125;;2.06986425139e+12;1.42155616092e+13;1.2145697751e+13;;1.15155968983e+13;;225969.0;465555.0;239595.0;263320.0;541641.0;278332.0;327692.0;672633.0;344953.0;;;;305167.0;623291.0;318134.0;417573.0;847369.0;429810.0;810544.0;;810129.0;392971.0;773285.0;380319.0;392699.0;766436.0;373740.0;800610.0;;767508.0;407911.0;801677.0;393768.0;469167.0;900340.0;431171.0;779898.0;;707768.0;310731.0;587334.0;276597.0;336672.0;632396.0;295717.0;731140.0;;640115.0;394467.0;738873.0;344398.0;328914.0;614079.0;285154.0;610163.0;;510281.0;281249.0;506388.0;225127.0;205429.0;348457.0;143012.0;336193.0;;225976.0;130764.0;213743.0;82964.0;;;;;;;;;;;;;;;;;;;1694703.0;2303121.0;1783607.0;4173465.0;7899879.0;3726349.0;1611153.0;3188767.0;1577638.0;1511038.0;2858943.0;1347883.0;1051274.0;1852170.0;800828.0;3451105.0;6000613.0;3210675.0;722359.0;1238091.0;515674.0;104918.0;169503.0;64572.0;5868168.0;10203000.0;5509956.0;7899879.0;0.0180616975;;;13.5576095581;;7.8137140274;
